Author	Consortium	PMID	Date	Trait	EFO	Analysis	Source	Outcome	Exposure	Covariates	Outcome_Unit	Exposure_Unit	Array	Tissue	N	N_Studies	Categories	Age	N_Males	N_Females	N_EUR	N_EAS	N_SAS	N_AFR	N_AMR	N_OTH	CpG	Location	Gene	Type	Beta	SE	P	Details
Zeilinger S		23691101	2013-05-17	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking discovery	Table S1	DNA methylation	Smoking	Age, sex, body mass index, alcohol consumption and cell counts	M values		Illumina HumanMethylation450	Whole blood	1011	1	262 current smokers, 749 never smokers	60.8	401	610	1011						cg15542713	chr1:42385581	HIVEP3	South shore			2.54e-08	
Zeilinger S		23691101	2013-05-17	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking discovery	Table S1	DNA methylation	Smoking	Age, sex, body mass index, alcohol consumption and cell counts	M values		Illumina HumanMethylation450	Whole blood	1011	1	262 current smokers, 749 never smokers	60.8	401	610	1011						cg24049493	chr1:42385941	HIVEP3	South shore			3.73e-14	
Zeilinger S		23691101	2013-05-17	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking discovery	Table S1	DNA methylation	Smoking	Age, sex, body mass index, alcohol consumption and cell counts	M values		Illumina HumanMethylation450	Whole blood	1011	1	262 current smokers, 749 never smokers	60.8	401	610	1011						cg13985198	chr1:45242073	SNORD46;RPS8;SNORD38A	South shore			6.47e-08	
Zeilinger S		23691101	2013-05-17	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking discovery	Table S1	DNA methylation	Smoking	Age, sex, body mass index, alcohol consumption and cell counts	M values		Illumina HumanMethylation450	Whole blood	1011	1	262 current smokers, 749 never smokers	60.8	401	610	1011						cg05371506	chr1:46649970	TSPAN1	Open sea			3.55e-08	
Zeilinger S		23691101	2013-05-17	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking discovery	Table S1	DNA methylation	Smoking	Age, sex, body mass index, alcohol consumption and cell counts	M values		Illumina HumanMethylation450	Whole blood	1011	1	262 current smokers, 749 never smokers	60.8	401	610	1011						cg23090529	chr1:51442133		North shore			9.9e-11	
Zeilinger S		23691101	2013-05-17	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking discovery	Table S1	DNA methylation	Smoking	Age, sex, body mass index, alcohol consumption and cell counts	M values		Illumina HumanMethylation450	Whole blood	1011	1	262 current smokers, 749 never smokers	60.8	401	610	1011						cg21140898	chr1:51442318		North shore			1.08e-10	
Zeilinger S		23691101	2013-05-17	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking discovery	Table S1	DNA methylation	Smoking	Age, sex, body mass index, alcohol consumption and cell counts	M values		Illumina HumanMethylation450	Whole blood	1011	1	262 current smokers, 749 never smokers	60.8	401	610	1011						cg24741609	chr1:54122060	GLIS1	Open sea			1.39e-11	
Zeilinger S		23691101	2013-05-17	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking discovery	Table S1	DNA methylation	Smoking	Age, sex, body mass index, alcohol consumption and cell counts	M values		Illumina HumanMethylation450	Whole blood	1011	1	262 current smokers, 749 never smokers	60.8	401	610	1011						cg19406367	chr1:66999929	SGIP1	South shore			2.79e-08	
Zeilinger S		23691101	2013-05-17	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking discovery	Table S1	DNA methylation	Smoking	Age, sex, body mass index, alcohol consumption and cell counts	M values		Illumina HumanMethylation450	Whole blood	1011	1	262 current smokers, 749 never smokers	60.8	401	610	1011						cg13184736	chr1:68299409	GNG12	South shore			1.32e-09	
Zeilinger S		23691101	2013-05-17	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking discovery	Table S1	DNA methylation	Smoking	Age, sex, body mass index, alcohol consumption and cell counts	M values		Illumina HumanMethylation450	Whole blood	1011	1	262 current smokers, 749 never smokers	60.8	401	610	1011						cg13399816	chr1:68299468	GNG12	South shore			2.73e-11	
Zeilinger S		23691101	2013-05-17	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking discovery	Table S1	DNA methylation	Smoking	Age, sex, body mass index, alcohol consumption and cell counts	M values		Illumina HumanMethylation450	Whole blood	1011	1	262 current smokers, 749 never smokers	60.8	401	610	1011						cg25189904	chr1:68299493	GNG12	South shore			1.71e-39	
Zeilinger S		23691101	2013-05-17	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking discovery	Table S1	DNA methylation	Smoking	Age, sex, body mass index, alcohol consumption and cell counts	M values		Illumina HumanMethylation450	Whole blood	1011	1	262 current smokers, 749 never smokers	60.8	401	610	1011						cg15553397	chr1:76695186	ST6GALNAC3	Open sea			1.93e-08	
Zeilinger S		23691101	2013-05-17	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking discovery	Table S1	DNA methylation	Smoking	Age, sex, body mass index, alcohol consumption and cell counts	M values		Illumina HumanMethylation450	Whole blood	1011	1	262 current smokers, 749 never smokers	60.8	401	610	1011						cg08848903	chr1:92352293	TGFBR3	South shore			2.21e-08	
Zeilinger S		23691101	2013-05-17	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking discovery	Table S1	DNA methylation	Smoking	Age, sex, body mass index, alcohol consumption and cell counts	M values		Illumina HumanMethylation450	Whole blood	1011	1	262 current smokers, 749 never smokers	60.8	401	610	1011						cg00563926	chr1:92352481	TGFBR3	South shore			1.42e-10	
Zeilinger S		23691101	2013-05-17	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking discovery	Table S1	DNA methylation	Smoking	Age, sex, body mass index, alcohol consumption and cell counts	M values		Illumina HumanMethylation450	Whole blood	1011	1	262 current smokers, 749 never smokers	60.8	401	610	1011						cg09662411	chr1:92946132	GFI1	Island			8.01e-09	
Zeilinger S		23691101	2013-05-17	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking discovery	Table S1	DNA methylation	Smoking	Age, sex, body mass index, alcohol consumption and cell counts	M values		Illumina HumanMethylation450	Whole blood	1011	1	262 current smokers, 749 never smokers	60.8	401	610	1011						cg18146737	chr1:92946700	GFI1	Island			4.79e-17	
Zeilinger S		23691101	2013-05-17	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking discovery	Table S1	DNA methylation	Smoking	Age, sex, body mass index, alcohol consumption and cell counts	M values		Illumina HumanMethylation450	Whole blood	1011	1	262 current smokers, 749 never smokers	60.8	401	610	1011						cg12876356	chr1:92946825	GFI1	Island			2.92e-17	
Zeilinger S		23691101	2013-05-17	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking discovery	Table S1	DNA methylation	Smoking	Age, sex, body mass index, alcohol consumption and cell counts	M values		Illumina HumanMethylation450	Whole blood	1011	1	262 current smokers, 749 never smokers	60.8	401	610	1011						cg18316974	chr1:92947035	GFI1	Island			1.6e-16	
Zeilinger S		23691101	2013-05-17	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking discovery	Table S1	DNA methylation	Smoking	Age, sex, body mass index, alcohol consumption and cell counts	M values		Illumina HumanMethylation450	Whole blood	1011	1	262 current smokers, 749 never smokers	60.8	401	610	1011						cg09935388	chr1:92947588	GFI1	Island			3.27e-24	
Zeilinger S		23691101	2013-05-17	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking discovery	Table S1	DNA methylation	Smoking	Age, sex, body mass index, alcohol consumption and cell counts	M values		Illumina HumanMethylation450	Whole blood	1011	1	262 current smokers, 749 never smokers	60.8	401	610	1011						cg24049050	chr1:94702435	ARHGAP29	North shore			7.53e-11	
Zeilinger S		23691101	2013-05-17	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking discovery	Table S1	DNA methylation	Smoking	Age, sex, body mass index, alcohol consumption and cell counts	M values		Illumina HumanMethylation450	Whole blood	1011	1	262 current smokers, 749 never smokers	60.8	401	610	1011						cg23616212	chr1:109941201	SORT1	South shore			6.74e-08	
Zeilinger S		23691101	2013-05-17	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking discovery	Table S1	DNA methylation	Smoking	Age, sex, body mass index, alcohol consumption and cell counts	M values		Illumina HumanMethylation450	Whole blood	1011	1	262 current smokers, 749 never smokers	60.8	401	610	1011						cg15995265	chr1:111764857		Open sea			1.38e-08	
Zeilinger S		23691101	2013-05-17	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking discovery	Table S1	DNA methylation	Smoking	Age, sex, body mass index, alcohol consumption and cell counts	M values		Illumina HumanMethylation450	Whole blood	1011	1	262 current smokers, 749 never smokers	60.8	401	610	1011						cg08737116	chr1:116563487	SLC22A15	Open sea			1.79e-08	
Zeilinger S		23691101	2013-05-17	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking discovery	Table S1	DNA methylation	Smoking	Age, sex, body mass index, alcohol consumption and cell counts	M values		Illumina HumanMethylation450	Whole blood	1011	1	262 current smokers, 749 never smokers	60.8	401	610	1011						cg27449150	chr1:118197326		Open sea			3.76e-13	
Zeilinger S		23691101	2013-05-17	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking discovery	Table S1	DNA methylation	Smoking	Age, sex, body mass index, alcohol consumption and cell counts	M values		Illumina HumanMethylation450	Whole blood	1011	1	262 current smokers, 749 never smokers	60.8	401	610	1011						cg20607293	chr1:147112703		Open sea			9.71e-08	
Zeilinger S		23691101	2013-05-17	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking discovery	Table S1	DNA methylation	Smoking	Age, sex, body mass index, alcohol consumption and cell counts	M values		Illumina HumanMethylation450	Whole blood	1011	1	262 current smokers, 749 never smokers	60.8	401	610	1011						cg03399898	chr1:148603739		North shore			9.47e-08	
Zeilinger S		23691101	2013-05-17	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking discovery	Table S1	DNA methylation	Smoking	Age, sex, body mass index, alcohol consumption and cell counts	M values		Illumina HumanMethylation450	Whole blood	1011	1	262 current smokers, 749 never smokers	60.8	401	610	1011						cg02976588	chr1:150135546		Open sea			6.22e-08	
Zeilinger S		23691101	2013-05-17	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking discovery	Table S1	DNA methylation	Smoking	Age, sex, body mass index, alcohol consumption and cell counts	M values		Illumina HumanMethylation450	Whole blood	1011	1	262 current smokers, 749 never smokers	60.8	401	610	1011						cg21937128	chr1:150971889	FAM63A	Open sea			2.66e-08	
Zeilinger S		23691101	2013-05-17	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking discovery	Table S1	DNA methylation	Smoking	Age, sex, body mass index, alcohol consumption and cell counts	M values		Illumina HumanMethylation450	Whole blood	1011	1	262 current smokers, 749 never smokers	60.8	401	610	1011						cg09820519	chr1:151693199	C1orf230	North shore			2.83e-08	
Zeilinger S		23691101	2013-05-17	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking discovery	Table S1	DNA methylation	Smoking	Age, sex, body mass index, alcohol consumption and cell counts	M values		Illumina HumanMethylation450	Whole blood	1011	1	262 current smokers, 749 never smokers	60.8	401	610	1011						cg24158160	chr1:151693222	C1orf230	North shore			3.86e-08	
Zeilinger S		23691101	2013-05-17	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking discovery	Table S1	DNA methylation	Smoking	Age, sex, body mass index, alcohol consumption and cell counts	M values		Illumina HumanMethylation450	Whole blood	1011	1	262 current smokers, 749 never smokers	60.8	401	610	1011						cg13869942	chr1:151878061	THEM4	North shelf			1.05e-09	
Zeilinger S		23691101	2013-05-17	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking discovery	Table S1	DNA methylation	Smoking	Age, sex, body mass index, alcohol consumption and cell counts	M values		Illumina HumanMethylation450	Whole blood	1011	1	262 current smokers, 749 never smokers	60.8	401	610	1011						cg16139316	chr1:153330758	S100A9	Open sea			2.29e-08	
Zeilinger S		23691101	2013-05-17	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking discovery	Table S1	DNA methylation	Smoking	Age, sex, body mass index, alcohol consumption and cell counts	M values		Illumina HumanMethylation450	Whole blood	1011	1	262 current smokers, 749 never smokers	60.8	401	610	1011						cg08056629	chr1:154359587		Open sea			4.72e-09	
Zeilinger S		23691101	2013-05-17	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking discovery	Table S1	DNA methylation	Smoking	Age, sex, body mass index, alcohol consumption and cell counts	M values		Illumina HumanMethylation450	Whole blood	1011	1	262 current smokers, 749 never smokers	60.8	401	610	1011						cg00867472	chr1:156714808	HDGF	South shelf			5.74e-08	
Zeilinger S		23691101	2013-05-17	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking discovery	Table S1	DNA methylation	Smoking	Age, sex, body mass index, alcohol consumption and cell counts	M values		Illumina HumanMethylation450	Whole blood	1011	1	262 current smokers, 749 never smokers	60.8	401	610	1011						cg11231349	chr1:162050656	NOS1AP	Open sea			3.94e-09	
Zeilinger S		23691101	2013-05-17	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking discovery	Table S1	DNA methylation	Smoking	Age, sex, body mass index, alcohol consumption and cell counts	M values		Illumina HumanMethylation450	Whole blood	1011	1	262 current smokers, 749 never smokers	60.8	401	610	1011						cg07807219	chr1:163289415		North shelf			4.24e-08	
Zeilinger S		23691101	2013-05-17	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking discovery	Table S1	DNA methylation	Smoking	Age, sex, body mass index, alcohol consumption and cell counts	M values		Illumina HumanMethylation450	Whole blood	1011	1	262 current smokers, 749 never smokers	60.8	401	610	1011						cg24304617	chr1:169079632	ATP1B1	South shelf			4.4e-10	
Zeilinger S		23691101	2013-05-17	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking discovery	Table S1	DNA methylation	Smoking	Age, sex, body mass index, alcohol consumption and cell counts	M values		Illumina HumanMethylation450	Whole blood	1011	1	262 current smokers, 749 never smokers	60.8	401	610	1011						cg16290996	chr1:173835989	GAS5;SNORD78;SNORD76;SNORD77;SNORD44;SNORD79	North shore			8.62e-11	
Zeilinger S		23691101	2013-05-17	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking discovery	Table S1	DNA methylation	Smoking	Age, sex, body mass index, alcohol consumption and cell counts	M values		Illumina HumanMethylation450	Whole blood	1011	1	262 current smokers, 749 never smokers	60.8	401	610	1011						cg17025683	chr1:173836220	SNORD78;ZBTB37;SNORD75;SNORD76;GAS5;SNORD77;SNORD4	North shore			7.3e-08	
Zeilinger S		23691101	2013-05-17	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking discovery	Table S1	DNA methylation	Smoking	Age, sex, body mass index, alcohol consumption and cell counts	M values		Illumina HumanMethylation450	Whole blood	1011	1	262 current smokers, 749 never smokers	60.8	401	610	1011						cg20240091	chr1:175044916	TNN	North shelf			4.54e-08	
Zeilinger S		23691101	2013-05-17	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking discovery	Table S1	DNA methylation	Smoking	Age, sex, body mass index, alcohol consumption and cell counts	M values		Illumina HumanMethylation450	Whole blood	1011	1	262 current smokers, 749 never smokers	60.8	401	610	1011						cg23036452	chr1:203644735	ATP2B4	Open sea			1.35e-08	
Zeilinger S		23691101	2013-05-17	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking discovery	Table S1	DNA methylation	Smoking	Age, sex, body mass index, alcohol consumption and cell counts	M values		Illumina HumanMethylation450	Whole blood	1011	1	262 current smokers, 749 never smokers	60.8	401	610	1011						cg08709672	chr1:206224334	AVPR1B	South shore			1.93e-20	
Zeilinger S		23691101	2013-05-17	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking discovery	Table S1	DNA methylation	Smoking	Age, sex, body mass index, alcohol consumption and cell counts	M values		Illumina HumanMethylation450	Whole blood	1011	1	262 current smokers, 749 never smokers	60.8	401	610	1011						cg20295214	chr1:206226794	AVPR1B	South shelf			1.13e-09	
Zeilinger S		23691101	2013-05-17	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking discovery	Table S1	DNA methylation	Smoking	Age, sex, body mass index, alcohol consumption and cell counts	M values		Illumina HumanMethylation450	Whole blood	1011	1	262 current smokers, 749 never smokers	60.8	401	610	1011						cg06872036	chr1:206729258	RASSF5	North shore			8.12e-09	
